리뷰일,앱이름,별점,사용자 리뷰,회사 응답
2025-01-24,공모러,5.0,앱 잘 쓰고 있습니다 청약 정보란에 공모주 환매청구권 유무도 올려주시면 안돨까요? 요즘 공모주 불패가 깨져서 청약할 때 유용한 정보로 쓰일꺼 같습니다,"[250322] 환매청구권 정보 추가되었습니다! 상세정보 및 내공모주 화면에서 확인 가능합니다 😀


[250124] 맞습니다.. 저는 미트박스 못팔고 물렸네요.. ㅜㅜ 환매청구권 수집 가능할지 검토해보겠습니다! 새해 복 많이 받으세요!"
2025-01-19,공모러,2.0,잘 되다가 올해부터 열기 누르면 그냥 하얀 화면만 나옵니다... 삭제 후 설치해도 안되네요. 넵...웹접속 잘됩니다. 혹 카카오톡 문의는 어캐하나요? 혹시 이전 버전 다운 못할까요???,"[250115]
혹시 브라우저에서는 되시나요?
https://gongmorer.kr

[250114] 구형폰인 제 갤럭시6 모델에서 정상동작되는 것 확인한 상태입니다. 혹시 문제 해결되셨는지요?

[250109] 확인해보니 인증서 문제가 아닌 것으로 보입니다. 앱 삭제 후 다시 설치해보시겠어요? 그리고 인터넷 브라우저에서는 동작하는지 확인 부탁드립니다. https://gongmorer.kr

[250103] 불편을 드려 죄송합니다. 일부 기기에서 인증서 문제가 있는 것으로 보이는데요, 이 부분 확인해보겠습니다. 그런데 제가 휴가 중이라.. 1월 8일 이후에 확인 가능할 것 같아요. 이 부분 양해 부탁드립니다.. ㅜㅜ"
2024-11-19,공모러,5.0,다 좋은데 공모주 상장일 알림을 내가 청약한 공모주만 받을 수 있게 개선 해주세요. 요새 공모주 빙하기라 청약 거의 안 하고 있는데 청약 안 한 공모주들이 자꾸 알림 와서 너무 불편합니다,전체 &gt; 설정 에서 '원하는 종목만 알림 받기' 로 설정하시면 내공모주로 등록한 건만 알림을 받게 됩니다. 혹시 위와 같이 설정되어 있는데도 알림을 받으신거면 카톡 문의하기로 아이디 알려주시면 좀 더 상세히 확인해보겠습니다. 😄
2024-11-09,공모러,3.0,한가지문의드릴게있는데 공모러앱에서는 내가받게될 배정주식수(균등/비례)는 제공안하는건가요? 이틀동안 청약을진행하는중간중간에투자자들이청약몇건을참여하였으며내가받게될실시간예상주식수도알수없고.. 청약이종료되고나서도투자자들이몇건청약을하였는지 내가 몇주를받게될지도 제공안해주는건가요?제공을안하는건지 제가못찾는건지..제공을안하는거라면 좀아쉽네요..나머지는다좋은데..,"안녕하세요
말씀하신 예상 배정주수를 제공하려면 증권사마다 청약경쟁률을 알아야 계산할 수 있는데요,
청약경쟁률을 실시간으로 수집할 방법이 없어서 제공이 어렵습니다 😭

청약 종료 후에도 공시문서를 통해 전체 경쟁률은 나오는데, 증권사별로는 안나와서 계산이 안됩니다..

대신 공모러에서는 청약기간 동안 공모주린이님의 라이브 청약경쟁률 방송 링크를 드리고 있고요,

이 방송을 통해서 예상 배정주수나 최고 가성비로 청약하려면 얼마나 해야 하는지 등을 알 수 있으니 참고 부탁드려요~!"
2024-10-25,공모러,5.0,다른 어플 쓰다가 공모러로 넘어왔어요. 직관적이고 각 공모주별로 관리할 수 있어서 편리해요. 이럴줄 알았으면 진작 넘어올껄..ㅋㅋ 하나 부탁드리고 싶은 것은 혹시 위젯기능을 추가해주시면 좋겠어요. 폰 첫 화면에 놓고 보고싶어요^^ 어플 점수는 100점이에요. 최고최고,"리뷰 감사합니다~!
위젯 기능은 여러가지 검토가 필요해서 진행 못하고 있는데요, 좀 더 살펴보겠습니다!
의견 감사합니다 😃"
2024-10-24,공모러,5.0,아 좋아요. 공모주한거 입력만하믄 자동으로 수익률이랑 다 나오네요 굿,"리뷰 감사합니다!
꼼꼼히 관리하시고 성투하세요! 😆"
2024-10-18,공모러,3.0,평소에 잘 사용하다가 지금 접속이 아예 안되네요?,"별점 확인 좀 부탁드릴게요! 😂

안녕하세요
사용자가 몰려서 처리가 안되는 상태였는데 지금 복구되었습니다!"
2024-10-18,공모러,4.0,계속 잘 썼다가 지금 현재 앱이 들어가지지 않습니다. 무슨 문제가 있는건가요?,"지금 복구되었습니다!

안녕하세요
사용자가 몰려서 처리가 안되는 상태입니다. 얼른 조치하겠습니다! 😭"
2024-10-18,공모러,3.0,앱이 안열려요ㅜ,"별점 확인 좀 부탁드릴게요! 😂

지금 복구되었습니다!

지금 사용자가 몰려서 처리가 안되고 있는 상황입니다. 얼른 조치하겠습니다. 잠시 후에 이용 부탁드려요! 😭"
2024-08-23,공모러,5.0,그냥 굿또 ^___^,"😍😍😍😍😍
리뷰 감사해용~!
굳굳"
2024-08-23,공모러,5.0,이 어플만 씁니다 너무 편해요!,"좋은 리뷰 감사합니다!
앞으로도 많이 이용해주세요~! 😘"
2024-08-19,공모러,5.0,잘쓰고 있습니다 그런데 투자리포트에서 매도 수량이 적용되지 않아 수익금합계가 다르게 표시되네요 매도수량이 1주로만 인식됩니다,"투자리포트에서는 각 월별 합계를 보여주는데요, 월별 합계에는 종목별 수익금을 합친 금액이 표시되고 종목별 수익금에는 매도 수량에 따라 계산된 값이 나오게 됩니다.

지금 제 폰에서는 문제가 없어 보이는데요, 카톡으로 화면 캡처 및 추가 설명을 좀 부탁드립니다!"
2024-08-18,공모러,5.0,"공모주 관련 최고의 앱, 잘 정리되고 보기도 편하며 업데이트도 빨라 공모러앱 하나면 다 됩니다.","리뷰 감사합니다!
카톡으로 의견 주신 위젯 추가 건은 따로 검토해보겠습니다~! 😃"
2024-08-08,공모러,5.0,주식애소리 활동잠정중지인데 공모주유튜브 다른채널로 링크하셔야할듯,"[240813]
답변이 늦었습니다. 😅
8/9 부터는 공모주린이님의 영상으로 제공되고 있으니 참고 부탁드립니다. 감사합니다.

헉 알려주셔서 감사합니다. 다른 유튜버로 변경 준비하겠습니다. 😭"
2024-07-31,공모러,5.0,어플너무잘쓰고있습니다 오해가있던부분은 답변덕분에 잘해결되었습니다 요어플 너무 좋아요 상세하게공모주에대해 자세히 나와있고 수익률적는것도 편하고 너무좋아요 강추합니다~~,"리뷰 감사합니다!
문의주셨던 내용이 공통적으로 궁금할 수 있는 부분 같아서 가이드를 조금 더 상세하게 추가하였습니다. 감사합니다. 좋은 하루 되세요 😊"
2024-07-22,공모러,5.0,최고의 어플 말이 필요 없습니다 최고에요,오우 좋은 리뷰 감사합니다! 잘 쓰고 계신것 같아 좋습니다 ^^ 남은 한해도 성투하세요~!
2024-07-20,공모러,5.0,공모주 청약의 전 과정을 아주 편리하게 관리해줍니다. 강추합니다!! (추가의견) 캘린더에서 가독성을 높혀주세요. 글씨체를 조금 가늘게 하면 어떨까요? (추가의견 2) 캘린더에서 표시되는 순서를 위에서부터 청-환-상으로 하면 어떨까요? 업무 진행순서대로 하면요. ㅡ&gt; (답변에 대한 의견: '일정'에서는 순서대로 보이는데 '내공모주'에서는 제각각으로 보입니다),"[240722]
내공모주 달력에 문제가 있었네요! 수정되었습니다. 의견 감사합니다 😆

[240718]
의견 감사합니다! 달력 내 일자별로 표시되는 일정들은 대체로 청/환/상 순으로 표시가 되고 있는데요, 청약일이 이틀이라 간혹 배치가 좀 달라지기도 합니다. 혹시 말씀하시는게 이 부분이 아니면 다시 연락 부탁드려요~~

[240611]
의견 감사합니다! 굵게 했다 가늘게 했다 해보면서 검토해보겠습니다! 😁

[240314]
좋은 리뷰 감사합니다! 😃
더욱더 편리하게 사용할 수 있도록 개선해나가겠습니다!"
2024-07-17,공모러,5.0,너무 잘쓰고있습니다! 최고!,쪼아님 좋은 리뷰 넘 감사해요! 장마 비 조심하시구 성투하세요! 😆
2024-07-02,공모러,5.0,공모주 매번 넣는데 완전 편합니다!!,"좋은 리뷰 감사합니다! 😀
남은 올해도 성투하세요~!!"
2024-05-01,공모러,5.0,공모주일정 설정에 기업인수목적(스펙) 종목은 선택사항으로 필터링 할수있으면 좋겠어요. 그 외는 모두 맘에 듭니다. 개발 감사드립니다^^,"좋은 리뷰 감사합니다! 👍
[전체 &gt; 알림 설정 &gt; 정보 설정] 에서 스팩을 안볼 수 있게 설정 가능합니다.
이 부분 달력 설정에 넣으면 더 좋을거 같은데 따로 검토해보겠습니다! 😁"
2024-04-25,공모러,5.0,"로그인을 다시 하니 알람이 오긴하는데 로그인이 계속 풀려서 알림이 됐다 안됐다 하네요. 카톡으로 로그인 하는데 왜 로그인이 계속 풀리는지 모르겠네요 😭 s24 울트라에서 알림이 안옵니다. 예전에 s20에서는 잘 됐는데 이상합니다. 알림권한, 배터리 제한없음, 기타 알림설정 모두 정확히 했는데 s24 울트라에서만 알림이 안오네요.","[240428]
제 쪽에서는 문제 재현이 안되서 원인 파악이 어렵네요.. 😭 문제가 계속 발생하고 있는 상태신가요?

[240426]
혹시 어떤 상황에서 로그인이 풀리는지 확인 가능하실까요? 제가 가진 폰들에서는 카카오 로그인도 계속 안풀리고 유지되어서, 특정 시나리오가 있을까 해서 문의드립니다.

[240424]
[전체 &gt; 알림 설정] 에서 [원하는 종목만 알림 받기] 로 되어 있으면 내공모주로 등록된 종목에 대해서만 알림을 받게 됩니다.

이 부분 설정 확인 부탁드리며, 카톡으로 연락 주시면 좀 더 자세히 확인 가능할 거 같습니다. 연락주세요~! 😀"
2024-04-22,공모러,3.0,왜 업뎃이 아닌 다운그레이가 됬는지? 기존. 매도가와 수수료 입력시 수수료 포함한 수익률이 아닌 걸로 수정됬는지...,"별점 확인 좀 부탁드릴게요! 😂

관련해서는 변경된게 없는데요, 카톡으로 문의 바랍니다."
2024-02-06,공모러,5.0,매우만족합니다 감사합니다,"좋은 리뷰 감사합니다!
리뷰가 큰 힘이 됩니다! 😀"
2024-02-02,공모러,5.0,깔끔한 인터페이스와 꼭필요한 기능까지 완벽 그잡채,"좋은 리뷰 감사합니다! 😆
몇가지 좋은 기능들이 더 추가될 예정에요!"
2024-01-31,공모러,5.0,선생님 대출이자계산기에 cma(자유입출금통장)이자 계산 기능 추가해주실순 없을까요? 어플은 최고입니다 네 기회비용제거하고 싶은데 자유입출금통장은 소득세 15.4%가 발생하여 계산이 맞지않아서요 👍,"[240213]
이자소득세 빼는 기능 추가되었습니다! 이자계산기에서 구분을 예금으로 하시면 됩니다. 😀

[240201]
문의하기로 보내주신 내용이군요. 답변을 메일로 드렸었는데 등록하신 메일 주소가 잘못됐는지 메일 전송이 실패했습니다.
의견주신 내용은 수익 &gt; 비용에 추가해야할거 같은데, 검토해보도록 하겠습니다. 지금 진행 중인 일이 있어서 시간이 좀 걸릴 수 있어요~! 😂

[240131]
리뷰 &amp; 의견 감사합니다.
사용한 증거금에 대해 수익에서 기회비용을 제하려는 목적이신가요?"
2024-01-30,공모러,5.0,너무 좋아요 ㅎㅎ 근데 위젯이 만들어지면 더 좋을 것 같습니다!,"리뷰 &amp; 의견 감사합니다!
위젯 지원은 좀 시간이 필요할 듯 하나 검토해보겠습니다. 감사합니다! 😊"
2024-01-28,공모러,5.0,메모하기 너무 좋아요.잘 사용하고 있습니다,"좋은 리뷰 감사합니다!
더 편하게 투자할 수 있게 개선해나갈게요! ^^😁"
2024-01-26,공모러,5.0,비례 1주당 필요 증거금도 계산 해주면 너무너무 좋을 것 같은데 가능한가요?,"비례로 한주 받을 수 있는 증거금은 경쟁률에 따라 실시간으로 변동됩니다. 경쟁률이 높아지면 증거금도 올라가는 식인데요, 이 부분은 제공이 어려워서 유튜버 공모주린이님의 라이브 방송 링크를 제공하고 있습니다. 해당 방송에서는 최적의 증거금을 실시간으로 알려주고 있고, 방장님이 질문에 대한 답변도 해주고 다른 사람들과 소통도 가능하니 참고하세요~!"
2024-01-26,공모러,5.0,👍 👍 👍 👍 👍,"리뷰 감사합니다!
😆😆😆😆😆"
2024-01-24,공모러,5.0,잘 쓰고 있습니다.,"앗 리뷰 업뎃해주셨네용 😀
공식용어는 기업인수목적인 듯하나 이걸 스팩으로 용어를 변경해서 보여줄지는 따로 검토해보겠습니다.

증권신고서에 나오는 공식 이름이 스팩 대신 기업인수목적 이라서 현재 앱에서도 그렇게 표시가 되고 있습니다.
혹시 이름이 아니고 내용 업뎃이 안되는거면 항목 확인 부탁드려요~
일단 정보수집은 일반 공모주와 동일하긴 합니다."
2024-01-24,공모러,5.0,잘 쓰고 있어요,"오 리뷰 감사합니다!! 👍
요새 특히 많은 분들이 잘 사용 중이신가봐요 😀"
2024-01-18,공모러,5.0,잘쓰고 있었는데 공모가 최초 제시가격이 사라졌네요 다시 표기해주세요 ㅠ 그리고 내공모주해제는 안되나요 .....,"희망공모가는 공모가 확정 전에만 표시되도록 변경했는데요, 추가 검토해보겠습니다.
내공모주 삭제는 내공모주 메뉴에서 휴지통 🗑 버튼 누르시면 삭제가 되니 참고하세요~!"
2023-12-24,공모러,5.0,오~~좋네요 이제서야알다니 24년공모주로 대박바람 ㅋ,"리뷰 감사합니다! 😀
24년에도 대박주 많이 받으세요~!"
2023-12-07,공모러,5.0,최고입니다!,강렬한 리뷰! 감사합니다! 🤩
2023-11-29,공모러,5.0,사용하기좋습니다 근데 교보스팩15가 상장일 반영이 늦네요 빠른 반영부탁트립니다,"리뷰 감사합니다!
교보스팩 15호는 12월 5일 상장인대요, 현재 공모러에는 반영되지 않았습니다. 정보를 얻어오는 방식에 한계가 있어서 그런데요, 이 부분을 현재 개선 진행 중입니다. 개선 후에는 공시문서가 등록되면 바로 반영이 되게 됩니다. 조금만 기다려주세요! 😅"
2023-11-28,공모러,5.0,와 진짜 청약해놓고 맨날까먹어서 매도 못하고 그랬는데 이거 정말 간편하고 군더더기 없이 최적화 되어있어서 최고네요!!,"리뷰 감사합니다!
더 좋은 앱이 될 수 있게 개선해 나가겠습니다! 😀"
2023-11-02,공모러,5.0,최대청약금액 표시됐으면 좋겠습니다,"의견 감사합니다.
신뢰성 향상을 위해 정보를 얻어오는 소스를 변경 중인데요, 변경 후 최대청약금액에 대해서도 검토해보도록 하겠습니다~! 😀"
2023-11-01,공모러,1.0,디자인이 허접하네요.,"[240122] 디자인이 일부 개편되었습니다. 확인해보세요~!

[231102] 디자인은 호불호가 있겠지만 아무래도 공모러는 디자이너가 있는 앱이 아니라 한계가 있습니다. 장기적으로 개선을 염두에 두고 있으니 참고 바랍니다. 😂"
